/fields=id,latitude,longitude,date_time,cruise,aqua_filename,aqua_es_error,aqua_pixel_total,aqua_tdiff,aqua_solz,aqua_senz,aqua_cv,aqua_windspeed,aqua_rrs412,aqua_rrs443,aqua_rrs488,aqua_rrs531,aqua_rrs547,aqua_rrs555,aqua_rrs667,aqua_rrs678,insitu_rrs412,insitu_rrs443,insitu_rrs488,insitu_rrs531,insitu_rrs547,insitu_rrs555,insitu_rrs667,insitu_rrs678,insitu_data_source
/units=none,degrees,degrees,yyyy-mm-dd hh:mm:ss,none,none,unitless,unitless,seconds,degrees,degrees,unitless,m*s^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,unitless
/end_header
604755,20.82455000,-157.18832800,2005-01-10 22:36:28,moby229,A2005011000000.L2_LAC.R0000031962_20N_20N_157W_157W.hdf_OCVAL.nc_14187_604755_B5.tgz,0.00000000,25,5271,47.72,32.51,0.019,2.200,0.00942700,0.00710500,0.00524000,0.00195600,0.00147100,0.00118500,0.00006200,0.00008700,0.00897645,0.00691872,0.00507510,0.00197312,0.00139295,0.00126987,0.00010922,0.00011935,moby
604785,20.82564300,-157.18955300,2005-01-17 22:36:15,moby229,A2005018001000.L2_LAC.R0000031962_14187_604785.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,5653,47.04,42.42,0.025,8.046,0.01213100,0.00934700,0.00631000,0.00221300,0.00163000,0.00133700,0.00008800,0.00016000,0.01052710,0.00822440,0.00561619,0.00183345,0.00126262,0.00114358,0.00009407,0.00010203,moby
604833,20.80787200,-157.18971200,2005-01-27 00:06:15,moby229,A2005027000000.L2_LAC.R0000031962_20N_20N_157W_157W.hdf_OCVAL.nc_14187_604833_B5.tgz,0.00000000,25,-116,44.23,32.75,0.010,1.386,0.01364200,0.00991700,0.00650000,0.00231100,0.00171600,0.00137400,0.00009100,0.00010600,0.01193711,0.00888690,0.00598315,0.00203218,0.00141390,0.00128424,0.00010283,0.00010842,moby
604851,20.81077500,-157.19973300,2005-01-28 22:36:19,moby229,A2005028235000.L2_LAC.R0000031962_14187_604851.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,4545,42.42,7.48,0.008,2.087,0.01161900,0.00863700,0.00592400,0.00209100,0.00154400,0.00128800,0.00010300,0.00010800,0.01235609,0.00937820,0.00614716,0.00216918,0.00151183,0.00137461,0.00011232,0.00011514,moby
604869,20.81335200,-157.20044700,2005-01-31 00:06:19,moby229,A2005030233500.L2_LAC.R0000031962_20N_20N_157W_157W.hdf_OCVAL.nc_14187_604869_B5.tgz,0.00000000,25,-1589,40.76,20.13,0.014,2.104,0.01210000,0.00897400,0.00606200,0.00209300,0.00155500,0.00126800,0.00009100,0.00008800,0.01291790,0.00962130,0.00615857,0.00213769,0.00148458,0.00134805,0.00010757,0.00011121,moby
604893,20.81352500,-157.18866700,2005-02-07 00:07:10,moby229,A2005037234500.L2_LAC.R0000031962_20N_20N_157W_157W.hdf_OCVAL.nc_14187_604893_B5.tgz,0.00000000,25,-1276,39.33,6.51,0.016,2.424,0.01172800,0.00846200,0.00587700,0.00211400,0.00156600,0.00128500,0.00010300,0.00010300,0.01142146,0.00834093,0.00575595,0.00198558,0.00138262,0.00125579,0.00009823,0.00010435,moby
604917,20.82033200,-157.18905800,2005-02-11 22:36:25,moby229,A2005043000000.L2_LAC.R0000031962_14187_604917.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,5268,39.90,32.84,0.008,3.234,0.01414000,0.01031500,0.00668100,0.00225700,0.00167900,0.00138000,0.00012100,0.00012300,0.01267813,0.00936977,0.00576987,0.00188956,0.00130226,0.00118118,0.00009500,0.00009673,moby
604929,20.81011200,-157.19978300,2005-02-14 00:06:22,moby229,A2005044235000.L2_LAC.R0000031962_20N_20N_157W_157W.hdf_OCVAL.nc_14187_604929_B5.tgz,0.00000000,25,-866,37.87,7.57,0.010,7.250,0.01218000,0.00897500,0.00599000,0.00192400,0.00141400,0.00115200,0.00010700,0.00012100,0.01367420,0.01013906,0.00643297,0.00221849,0.00154523,0.00140429,0.00011518,0.00012280,moby
604947,20.82376200,-157.19429200,2005-02-16 22:37:05,moby229,A2005048002000.L2_LAC.R0000031962_14187_604947.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,6330,41.01,56.73,0.028,9.085,0.01183500,0.00889400,0.00588500,0.00179600,0.00124000,0.00114100,-0.00004700,0.00002400,0.01315779,0.00982820,0.00625070,0.00212823,0.00148269,0.00134959,0.00012643,0.00013050,moby
604983,20.81717300,-157.18673300,2005-02-19 22:36:27,moby229,A2005050231500.L2_LAC.R0000031962_20N_20N_157W_157W.hdf_OCVAL.nc_14187_604983_B5.tgz,0.00000000,25,2324,32.79,55.82,0.068,6.833,0.01309900,0.00958800,0.00614800,0.00195800,0.00135900,0.00103500,-0.00004600,-0.00003000,0.01267635,0.00946842,0.00600913,0.00207268,0.00145433,0.00132408,0.00012192,0.00012894,moby
604995,20.81422500,-157.18257500,2005-02-20 22:36:28,moby229,A2005051235500.L2_LAC.R0000031962_14187_604995.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,4889,36.49,21.01,0.020,4.604,0.01400400,0.01014600,0.00649000,0.00211900,0.00156800,0.00130000,0.00009600,0.00009700,0.01281492,0.00947078,0.00592571,0.00201190,0.00140408,0.00127693,0.00010831,0.00011109,moby
605019,20.81121500,-157.18290200,2005-02-22 22:36:29,moby229,A2005053234500.L2_LAC.R0000031962_14187_605019.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,4151,34.43,6.57,0.006,1.820,0.01472300,0.01050700,0.00662000,0.00209800,0.00151800,0.00125700,0.00009800,0.00009700,0.01417404,0.01026944,0.00652257,0.00208453,0.00145015,0.00131800,0.00011180,0.00011308,moby
605043,20.81278800,-157.18284800,2005-02-25 00:06:29,moby229,A2005055233000.L2_LAC.R0000031962_20N_20N_157W_157W.hdf_OCVAL.nc_14187_605043_B5.tgz,0.00000000,25,-1986,32.52,31.98,0.021,4.170,0.01341500,0.01000500,0.00643800,0.00204900,0.00147400,0.00114100,0.00010300,0.00013100,0.01254733,0.00960317,0.00623453,0.00203374,0.00141897,0.00129013,0.00010802,0.00010997,moby
605049,20.81000700,-157.19990200,2005-02-26 22:37:30,moby229,A2005057232000.L2_LAC.R0000031962_20N_20N_157W_157W.hdf_OCVAL.nc_14187_605049_B5.tgz,0.00000000,25,2619,30.80,49.62,0.015,9.623,0.01379600,0.01014800,0.00666400,0.00231500,0.00169000,0.00132600,0.00015900,0.00015900,0.01269063,0.00947207,0.00601256,0.00207738,0.00144565,0.00131377,0.00010363,0.00010865,moby
605085,20.80751800,-157.18955500,2005-03-01 22:37:04,moby229,A2005060235000.L2_LAC.R0000031962_14187_605085.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,4475,33.00,7.21,0.024,2.768,0.01370300,0.01003700,0.00640100,0.00206000,0.00152000,0.00122000,0.00010400,0.00010600,0.01311668,0.00977115,0.00608209,0.00206505,0.00144032,0.00130940,0.00010795,0.00010999,moby
605097,20.82336700,-157.18384200,2005-03-05 00:08:16,moby230,A2005064002000.L2_LAC.R0000031963_14193_605097.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,842,36.76,56.57,0.028,4.528,0.01730900,0.01310400,0.00837900,0.00335100,0.00252900,0.00210400,0.00016500,0.00012400,0.01228750,0.00895979,0.00560223,0.00162845,0.00108127,0.00097174,0.00006351,0.00006473,moby
605103,20.81275300,-157.17932500,2005-03-05 22:38:20,moby230,A2005064232500.L2_LAC.R0000031963_14193_605103.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,2932,28.94,41.72,0.012,5.223,0.01371800,0.01009300,0.00649700,0.00214500,0.00158000,0.00128300,0.00007000,0.00008000,0.01471070,0.01087841,0.00703984,0.00232079,0.00162089,0.00147717,0.00013551,0.00013743,moby
605109,20.81257500,-157.18064500,2005-03-06 22:38:20,moby230,A2005066001000.L2_LAC.R0000031963_14193_605109.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,5504,34.24,42.36,0.025,5.207,0.01371500,0.01011800,0.00644200,0.00203500,0.00147300,0.00121600,0.00004200,0.00005600,0.01370941,0.01017303,0.00641083,0.00224635,0.00156605,0.00142560,0.00012263,0.00012430,moby
605115,20.81382300,-157.18033800,2005-03-07 22:38:20,moby230,A2005066231500.L2_LAC.R0000031963_14193_605115.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,2202,27.20,55.86,0.025,4.338,0.01246200,0.00910800,0.00589900,0.00185400,0.00130400,0.00105000,-0.00006800,-0.00006300,0.01397467,0.01019354,0.00659505,0.00222070,0.00154710,0.00140930,0.00012147,0.00012315,moby
605145,20.81671800,-157.19089500,2005-03-17 22:38:28,moby230,A2005076235000.L2_LAC.R0000031963_14193_605145.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,4398,28.48,7.75,0.009,2.832,0.01266000,0.00938200,0.00636700,0.00232500,0.00171900,0.00140900,0.00020100,0.00020800,0.01272655,0.00943471,0.00636324,0.00217562,0.00152253,0.00138666,0.00011164,0.00011391,moby
605157,20.80919800,-157.19431200,2005-03-22 00:08:19,moby230,A2005080232500.L2_LAC.R0000031963_20N_20N_157W_157W.hdf_OCVAL.nc_14193_605157_B5.tgz,0.00000000,25,-2460,23.83,41.42,0.050,4.802,0.01206000,0.00888600,0.00595400,0.00199700,0.00142100,0.00116200,0.00011300,0.00013900,0.01238645,0.00926467,0.00624990,0.00214886,0.00150220,0.00136868,0.00011466,0.00011852,moby
605169,20.81503200,-157.18997800,2005-03-23 00:08:19,moby230,A2005082001000.L2_LAC.R0000031963_20N_20N_157W_157W.hdf_OCVAL.nc_14193_605169_B5.tgz,0.00000000,25,111,30.46,42.65,0.009,4.708,0.01302600,0.00969200,0.00634200,0.00212200,0.00156100,0.00127400,0.00005900,0.00006700,0.01257935,0.00949622,0.00625656,0.00211849,0.00147828,0.00134637,0.00011239,0.00011538,moby
605175,20.81675500,-157.19620700,2005-03-23 22:38:23,moby230,A2005082231500.L2_LAC.R0000031963_14193_605175.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,2203,21.76,55.75,0.022,2.063,0.01273100,0.00947600,0.00596400,0.00179400,0.00119200,0.00086500,-0.00003700,-0.00004500,0.01258389,0.00952268,0.00600033,0.00210654,0.00146723,0.00133568,0.00010645,0.00010713,moby
605187,20.81580300,-157.19700000,2005-03-25 00:08:20,moby230,A2005083235500.L2_LAC.R0000031963_20N_20N_157W_157W.hdf_OCVAL.nc_14193_605187_B5.tgz,0.00000000,25,-626,27.80,21.28,0.022,1.880,0.01395200,0.01044400,0.00662500,0.00233700,0.00171900,0.00131900,0.00013100,0.00011700,0.01421652,0.01077935,0.00676916,0.00231864,0.00159688,0.00145330,0.00011859,0.00011999,moby
605253,20.82493300,-157.18362700,2005-04-10 00:08:24,moby230,A2005099235500.L2_LAC.R0000031963_20N_20N_157W_157W.hdf_OCVAL.nc_14193_605253_B5.tgz,0.00000000,25,-634,24.81,21.46,0.014,5.972,0.01300400,0.00965200,0.00649200,0.00235100,0.00174500,0.00142200,0.00014500,0.00014600,0.01209390,0.00896673,0.00597697,0.00206642,0.00145659,0.00133015,0.00012390,0.00012778,moby
605313,20.82463000,-157.19059700,2005-04-21 22:39:00,moby230,A2005112002000.L2_LAC.R0000031963_20N_20N_157W_157W.hdf_OCVAL.nc_14193_605313_B5.tgz,0.00000000,25,6192,28.80,56.68,0.017,2.982,0.01148800,0.00876600,0.00569800,0.00175900,0.00122800,0.00100600,0.00001500,-0.00000200,0.01330952,0.00973285,0.00632268,0.00209496,0.00145004,0.00131668,0.00009459,0.00009585,moby
605343,20.82458500,-157.18377200,2005-04-24 00:08:27,moby230,A2005114000500.L2_LAC.R0000031963_20N_20N_157W_157W.hdf_OCVAL.nc_14193_605343_B5.tgz,0.00000000,25,86,25.86,42.56,0.008,5.696,0.01425100,0.01050000,0.00659600,0.00213100,0.00151400,0.00120700,0.00008300,0.00009600,0.01423675,0.01022730,0.00635001,0.00201310,0.00139164,0.00126516,0.00010479,0.00010608,moby
605391,20.82339500,-157.19370500,2005-05-01 00:08:29,moby230,A2005121001500.L2_LAC.R0000031963_20N_20N_157W_157W.hdf_OCVAL.nc_14193_605391_B5.tgz,0.00000000,25,444,26.75,50.19,0.025,2.459,0.01468100,0.01058400,0.00680000,0.00239800,0.00174900,0.00147400,0.00008600,0.00010600,0.01340679,0.00987620,0.00654993,0.00224948,0.00157854,0.00143882,0.00011713,0.00012022,moby
605397,20.82536500,-157.18733500,2005-05-01 22:39:18,moby230,A2005121232000.L2_LAC.R0000031963_20N_20N_157W_157W.hdf_OCVAL.nc_14193_605397_B5.tgz,0.00000000,25,2490,14.19,49.51,0.013,2.075,0.01420000,0.01033600,0.00661500,0.00219500,0.00157300,0.00122100,0.00000700,0.00003500,0.01410105,0.00997721,0.00610418,0.00202278,0.00137899,0.00124725,0.00006863,0.00006861,moby
605409,20.82055200,-157.18233800,2005-05-02 22:39:02,moby230,A2005123000000.L2_LAC.R0000031963_14193_605409.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,5074,23.81,32.65,0.008,2.299,0.01483400,0.01071200,0.00684800,0.00238400,0.00176100,0.00140200,0.00009800,0.00012100,0.01385589,0.01000405,0.00622251,0.00212732,0.00146675,0.00133068,0.00008679,0.00008784,moby
605427,20.81850200,-157.19700800,2005-05-05 00:08:30,moby230,A2005124235000.L2_LAC.R0000031963_20N_20N_157W_157W.hdf_OCVAL.nc_14193_605427_B5.tgz,0.00000000,25,-1033,20.83,7.21,0.016,1.202,0.01443700,0.01029300,0.00656600,0.00219600,0.00159100,0.00124900,0.00009400,0.00011500,0.01394358,0.01007923,0.00632683,0.00223526,0.00156629,0.00142794,0.00011948,0.00012258,moby
605451,20.82508500,-157.19519500,2005-05-10 22:38:34,moby230,A2005130231000.L2_LAC.R0000031963_20N_20N_157W_157W.hdf_OCVAL.nc_14193_605451_B5.tgz,0.00000000,25,2154,12.00,56.18,0.015,3.742,0.01394800,0.01015300,0.00642900,0.00215400,0.00154500,0.00124600,0.00001700,0.00001900,0.01441559,0.01046613,0.00670405,0.00222658,0.00154873,0.00140873,0.00010490,0.00010561,moby
605469,20.82559800,-157.19313200,2005-05-12 00:08:31,moby230,A2005131235500.L2_LAC.R0000031963_20N_20N_157W_157W.hdf_OCVAL.nc_14193_605469_B5.tgz,0.00000000,25,-677,21.87,20.46,0.012,2.967,0.01430700,0.01041900,0.00670200,0.00234600,0.00171100,0.00139400,0.00011800,0.00012600,0.01482212,0.01071300,0.00682729,0.00225763,0.00157470,0.00143335,0.00012086,0.00012241,moby
605529,20.81240700,-157.19705700,2005-05-23 22:39:01,moby230,A2005144002000.L2_LAC.R0000031963_14193_605529.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,6173,27.15,56.54,0.020,5.122,0.01244800,0.00922200,0.00610800,0.00200800,0.00143800,0.00118800,0.00006000,0.00003800,0.01248305,0.00904481,0.00576721,0.00206514,0.00143608,0.00130466,0.00009579,0.00009845,moby
605547,20.81843000,-157.19903800,2005-05-25 22:39:02,moby230,A2005146000500.L2_LAC.R0000031963_14193_605547.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,5436,24.23,42.27,0.017,6.764,0.01326300,0.00963800,0.00625700,0.00209000,0.00153600,0.00123000,0.00008500,0.00009300,0.01236901,0.00899240,0.00568824,0.00202320,0.00140986,0.00128263,0.00009764,0.00009962,moby
605565,20.82195500,-157.19790500,2005-05-27 22:38:21,moby230,A2005147235500.L2_LAC.R0000031963_14193_605565.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,4745,21.32,20.92,0.012,6.315,0.01344100,0.00993400,0.00646900,0.00230500,0.00169600,0.00137800,0.00011900,0.00012600,0.01223893,0.00913688,0.00599961,0.00209524,0.00146675,0.00133559,0.00011047,0.00011199,moby
605589,20.82323300,-157.18387500,2005-06-02 22:39:22,moby230,A2005153232000.L2_LAC.R0000031963_20N_20N_157W_157W.hdf_OCVAL.nc_14193_605589_B5.tgz,0.00000000,25,2486,12.64,49.39,0.034,3.117,0.01367800,0.00971500,0.00614500,0.00205800,0.00145900,0.00116500,0.00000900,0.00001300,0.01222952,0.00874709,0.00553114,0.00189815,0.00130174,0.00117784,0.00006310,0.00006587,moby
605661,20.82432300,-157.19069700,2005-06-29 00:09:05,moby230,A2005179235500.L2_LAC.R0000031963_20N_20N_157W_157W.hdf_OCVAL.nc_14193_605661_B5.tgz,0.00000000,25,-692,19.93,21.37,0.010,4.876,0.01376500,0.00983500,0.00637400,0.00225000,0.00163700,0.00131600,0.00012000,0.00012900,0.01281876,0.00920238,0.00608453,0.00209540,0.00147373,0.00134373,0.00011565,0.00011798,moby
605715,20.82460800,-157.19142300,2005-07-06 00:09:07,moby230,A2005187000000.L2_LAC.R0000031963_20N_20N_157W_157W.hdf_OCVAL.nc_14193_605715_B5.tgz,0.00000000,25,-328,21.01,33.02,0.012,7.049,0.01483900,0.01058100,0.00675500,0.00230400,0.00168100,0.00139600,0.00015700,0.00017000,0.01370387,0.00975222,0.00597125,0.00210175,0.00147151,0.00134106,0.00011530,0.00011759,moby
605769,20.82348000,-157.19662200,2005-07-13 22:39:25,moby230,A2005194231000.L2_LAC.R0000031963_14193_605769.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,2113,9.37,55.86,0.030,8.701,0.01272900,0.00951500,0.00629100,0.00217800,0.00157100,0.00129300,0.00009200,0.00009900,0.01262287,0.00933384,0.00631142,0.00219288,0.00154357,0.00140791,0.00011906,0.00012078,moby
605799,20.82138700,-157.19848800,2005-07-20 00:09:11,moby230,A2005201001500.L2_LAC.R0000031963_20N_20N_157W_157W.hdf_OCVAL.nc_14193_605799_B5.tgz,0.00000000,25,394,23.51,50.30,0.011,7.841,0.01460900,0.01063900,0.00676100,0.00223500,0.00161000,0.00133000,0.00014400,0.00014200,0.01407834,0.01010195,0.00639526,0.00214594,0.00149946,0.00136488,0.00011977,0.00012216,moby
605859,20.81268700,-157.19782700,2005-07-27 00:09:13,moby230,A2005208002000.L2_LAC.R0000031963_20N_20N_157W_157W.hdf_OCVAL.nc_14193_605859_B5.tgz,0.00000000,25,755,25.04,56.57,0.024,7.897,0.01523000,0.01112300,0.00685100,0.00217000,0.00152200,0.00131100,0.00008600,0.00005600,0.01401720,0.01004615,0.00594920,0.00197786,0.00137260,0.00124825,0.00010322,0.00010445,moby
605877,20.81512500,-157.19927700,2005-07-29 22:39:08,moby230,A2005210231000.L2_LAC.R0000031963_14193_605877.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,2118,9.50,56.05,0.031,6.580,0.01530500,0.01130200,0.00709600,0.00249100,0.00180900,0.00142400,0.00021600,0.00021500,0.01212448,0.00885710,0.00570940,0.00190646,0.00133436,0.00121525,0.00009565,0.00009761,moby
605889,20.81039000,-157.19728800,2005-07-31 00:09:15,moby230,A2005211235500.L2_LAC.R0000031963_20N_20N_157W_157W.hdf_OCVAL.nc_14193_605889_B5.tgz,0.00000000,25,-723,19.47,20.67,0.008,6.955,0.01529400,0.01088400,0.00673100,0.00208000,0.00138800,0.00106800,-0.00010800,-0.00008800,0.01336123,0.00954910,0.00603502,0.00201328,0.00141133,0.00128622,0.00011367,0.00011671,moby
605907,20.81924800,-157.17957300,2005-08-12 22:39:19,moby230,A2005224232500.L2_LAC.R0000031963_14193_605907.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,2841,14.00,41.67,0.019,3.470,0.01448900,0.01054700,0.00669300,0.00226600,0.00164900,0.00129900,0.00015100,0.00014400,0.01309205,0.00951190,0.00594841,0.00200977,0.00140695,0.00128148,0.00010818,0.00010834,moby
605913,20.81934800,-157.18112700,2005-08-13 22:39:19,moby230,A2005226000500.L2_LAC.R0000031963_14193_605913.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,5411,23.75,42.46,0.013,3.848,0.01484000,0.01074500,0.00682400,0.00225700,0.00166200,0.00135700,0.00010400,0.00010400,0.01323678,0.00954900,0.00574219,0.00201183,0.00140746,0.00128203,0.00010544,0.00010621,moby
605919,20.82396700,-157.18365000,2005-08-14 22:39:30,moby230,A2005226231000.L2_LAC.R0000031963_14193_605919.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,2098,11.88,55.98,0.049,5.559,0.01714300,0.01241000,0.00783700,0.00292600,0.00212900,0.00177000,0.00015600,0.00013700,0.01166719,0.00862280,0.00548012,0.00193749,0.00135665,0.00123547,0.00009870,0.00009936,moby
605931,20.82411000,-157.18436500,2005-08-16 00:09:17,moby230,A2005227235500.L2_LAC.R0000031963_20N_20N_157W_157W.hdf_OCVAL.nc_14193_605931_B5.tgz,0.00000000,25,-721,21.27,21.00,0.011,6.215,0.01480100,0.01078900,0.00700800,0.00250300,0.00183900,0.00154600,0.00015500,0.00017400,0.01147707,0.00823948,0.00535420,0.00177240,0.00123332,0.00112176,0.00009101,0.00009203,moby
605967,20.80979300,-157.18604000,2005-08-21 00:05:29,moby231,A2005233001500.L2_LAC.R0000031964_20N_20N_157W_157W.hdf_OCVAL.nc_14199_605967_B5.tgz,0.00000000,25,613,26.29,50.30,0.015,3.691,0.01437700,0.01039600,0.00652300,0.00207300,0.00152700,0.00129700,0.00008100,0.00008300,0.01401089,0.00992767,0.00623096,0.00196457,0.00136965,0.00124536,0.00010735,0.00010805,moby
605979,20.81817500,-157.19774700,2005-08-21 22:36:03,moby231,A2005233232000.L2_LAC.R0000031964_20N_20N_157W_157W.hdf_OCVAL.nc_14199_605979_B5.tgz,0.00000000,25,2674,14.75,49.52,0.019,3.030,0.01393700,0.01005800,0.00643700,0.00209600,0.00151200,0.00125400,0.00011700,0.00012000,0.01347576,0.00977378,0.00620151,0.00214002,0.00148832,0.00135219,0.00009812,0.00009819,moby
606003,20.82149500,-157.18623200,2005-08-23 00:05:30,moby231,A2005235000000.L2_LAC.R0000031964_20N_20N_157W_157W.hdf_OCVAL.nc_14199_606003_B5.tgz,0.00000000,25,-124,23.95,32.84,0.010,2.948,0.01479100,0.01064800,0.00674700,0.00226100,0.00166100,0.00136500,0.00011900,0.00011900,0.01362091,0.00974423,0.00624591,0.00197683,0.00136686,0.00124063,0.00009520,0.00009568,moby
606075,20.82259800,-157.19663300,2005-09-01 00:06:03,moby231,A2005243235500.L2_LAC.R0000031964_20N_20N_157W_157W.hdf_OCVAL.nc_14199_606075_B5.tgz,0.00000000,25,-522,24.73,21.10,0.025,5.761,0.01583400,0.01101800,0.00671700,0.00204200,0.00138200,0.00111400,0.00000300,0.00002800,0.01559641,0.01089813,0.00673885,0.00213504,0.00147819,0.00134264,0.00010935,0.00011003,moby
606147,20.81450700,-157.19293700,2005-09-13 00:06:09,moby231,A2005256002000.L2_LAC.R0000031964_20N_20N_157W_157W.hdf_OCVAL.nc_14199_606147_B5.tgz,0.00000000,25,941,33.10,56.62,0.013,7.365,0.01417000,0.01033600,0.00650800,0.00211700,0.00153900,0.00132000,0.00010200,0.00012400,0.01340826,0.00934009,0.00556948,0.00171959,0.00117157,0.00106002,0.00008722,0.00009058,moby
606225,20.80773500,-157.18882300,2005-09-22 00:06:06,moby231,A2005265001500.L2_LAC.R0000031964_14199_606225.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,573,34.54,50.27,0.034,4.707,0.01454300,0.01061800,0.00673100,0.00219200,0.00160300,0.00132300,0.00012900,0.00010100,0.01401042,0.01018530,0.00631479,0.00215336,0.00149795,0.00136100,0.00010878,0.00011090,moby
606237,20.80865300,-157.18652300,2005-09-22 22:36:22,moby231,A2005265232000.L2_LAC.R0000031964_20N_20N_157W_157W.hdf_OCVAL.nc_14199_606237_B5.tgz,0.00000000,25,2650,25.36,49.52,0.024,4.111,0.01380700,0.01002200,0.00622700,0.00185400,0.00134100,0.00107500,0.00006500,0.00008700,0.01454341,0.01052502,0.00670721,0.00213796,0.00148464,0.00134881,0.00010775,0.00010845,moby
606261,20.80821200,-157.19124700,2005-09-25 22:36:23,moby231,A2005268235000.L2_LAC.R0000031964_14199_606261.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,4481,31.28,7.49,0.008,3.694,0.01299500,0.00959300,0.00642400,0.00240300,0.00182000,0.00150100,0.00015200,0.00015000,0.01205286,0.00904054,0.00621295,0.00219452,0.00155244,0.00141686,0.00012030,0.00012342,moby
606303,20.80793800,-157.19205200,2005-09-29 00:06:15,moby231,A2005272002000.L2_LAC.R0000031964_20N_20N_157W_157W.hdf_OCVAL.nc_14199_606303_B5.tgz,0.00000000,25,926,37.90,56.57,0.027,8.610,0.01271800,0.00957500,0.00637200,0.00225300,0.00167300,0.00143600,0.00011500,0.00011200,0.01228521,0.00937671,0.00637066,0.00219482,0.00154388,0.00140620,0.00011410,0.00012052,moby
606357,20.81049000,-157.19757200,2005-10-08 00:06:13,moby231,A2005281001500.L2_LAC.R0000031964_20N_20N_157W_157W.hdf_OCVAL.nc_14199_606357_B5.tgz,0.00000000,25,555,39.56,50.07,0.021,8.709,0.01109100,0.00847500,0.00589800,0.00217800,0.00160200,0.00133000,0.00013900,0.00015500,0.01054422,0.00819819,0.00586268,0.00212911,0.00149004,0.00135459,0.00010542,0.00011106,moby
606381,20.81876500,-157.19866500,2005-10-10 00:06:13,moby231,A2005283000000.L2_LAC.R0000031964_20N_20N_157W_157W.hdf_OCVAL.nc_14199_606381_B5.tgz,0.00000000,25,-179,38.04,32.47,0.017,7.586,0.01075700,0.00829700,0.00582700,0.00220200,0.00162200,0.00132200,0.00014300,0.00016200,0.01068825,0.00840897,0.00599212,0.00219710,0.00154842,0.00141123,0.00011387,0.00011873,moby
606393,20.82065300,-157.19908000,2005-10-12 00:06:15,moby231,A2005284235000.L2_LAC.R0000031964_20N_20N_157W_157W.hdf_OCVAL.nc_14199_606393_B5.tgz,0.00000000,25,-914,36.68,7.21,0.015,7.974,0.00911100,0.00724200,0.00533700,0.00211600,0.00160200,0.00128800,0.00019200,0.00021300,0.00936506,0.00743440,0.00541982,0.00205173,0.00145197,0.00132453,0.00011748,0.00012328,moby
606411,20.82569000,-157.18657700,2005-10-15 22:36:33,moby231,A2005288232500.L2_LAC.R0000031964_20N_20N_157W_157W.hdf_OCVAL.nc_14199_606411_B5.tgz,0.00000000,25,3003,34.55,41.71,0.024,2.468,0.01358400,0.00957900,0.00607100,0.00185300,0.00132100,0.00110100,0.00005600,0.00008400,0.01211773,0.00839919,0.00531916,0.00157031,0.00105196,0.00094690,0.00007012,0.00007230,moby
606465,20.82296500,-157.19638000,2005-11-09 22:37:05,moby231,A2005313232000.L2_LAC.R0000031964_14199_606465.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,2615,41.43,49.51,0.037,9.020,0.00943500,0.00736200,0.00538900,0.00208500,0.00157300,0.00123400,0.00024200,0.00025900,0.00848032,0.00660945,0.00490386,0.00183038,0.00129968,0.00118786,0.00011130,0.00012014,moby
606477,20.81963200,-157.18134500,2005-11-14 22:37:10,moby231,A2005318233500.L2_LAC.R0000031964_14199_606477.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,3709,44.54,19.94,0.019,4.015,0.01448000,0.01047300,0.00690900,0.00246200,0.00182600,0.00150700,0.00015400,0.00016200,0.01267432,0.00927788,0.00590926,0.00208564,0.00145827,0.00132688,0.00011606,0.00012009,moby
