/fields=id,latitude,longitude,date_time,cruise,aqua_filename,aqua_es_error,aqua_pixel_total,aqua_tdiff,aqua_solz,aqua_senz,aqua_cv,aqua_windspeed,aqua_rrs412,aqua_rrs443,aqua_rrs488,aqua_rrs531,aqua_rrs547,aqua_rrs555,aqua_rrs667,aqua_rrs678,insitu_rrs412,insitu_rrs443,insitu_rrs488,insitu_rrs531,insitu_rrs547,insitu_rrs555,insitu_rrs667,insitu_rrs678,insitu_data_source
/units=none,degrees,degrees,yyyy-mm-dd hh:mm:ss,none,none,unitless,unitless,seconds,degrees,degrees,unitless,m*s^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,sr^-1,unitless
/end_header
609129,20.82004700,-157.18235500,2007-06-17 22:35:29,moby237,A2007168231500.L2_LAC.R0000031970_14235_609129.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,2561,11.53,55.81,0.061,6.031,0.01144900,0.00850000,0.00566000,0.00179500,0.00123600,0.00099500,0.00008600,0.00013000,0.01182151,0.00863767,0.00576225,0.00191329,0.00132273,0.00119915,0.00007284,0.00007493,moby
609147,20.80790300,-157.18674500,2007-06-19 00:05:04,moby237,A2007170000000.L2_LAC.R0000031970_20N_20N_157W_157W.hdf_OCVAL.nc_14235_609147_B5.tgz,0.00000000,25,-248,21.23,21.01,0.019,6.019,0.01413700,0.01023700,0.00648600,0.00212000,0.00147100,0.00116000,0.00001700,0.00003200,0.01192069,0.00864106,0.00555989,0.00174018,0.00119764,0.00108633,0.00008144,0.00008224,moby
609207,20.82565500,-157.19498800,2007-06-25 00:06:03,moby238,A2007175232000.L2_LAC.R0000031971_20N_20N_157W_157W.hdf_OCVAL.nc_14241_609207_B5.tgz,0.00000000,25,-2512,12.52,49.58,0.025,6.751,0.01524900,0.01092800,0.00695300,0.00239700,0.00174200,0.00141100,0.00013500,0.00016000,0.01429555,0.01019247,0.00622942,0.00214222,0.00150169,0.00136775,0.00011873,0.00011964,moby
609225,20.82673000,-157.19283700,2007-06-26 00:06:03,moby238,A2007177000500.L2_LAC.R0000031971_20N_20N_157W_157W.hdf_OCVAL.nc_14241_609225_B5.tgz,0.00000000,25,56,22.25,32.65,0.020,7.203,0.01460600,0.01048600,0.00663500,0.00221000,0.00160000,0.00132600,0.00012700,0.00013900,0.01458238,0.01046023,0.00665733,0.00218592,0.00153060,0.00139370,0.00012238,0.00012253,moby
609303,20.82594000,-157.19554800,2007-07-03 00:04:13,moby238,A2007184001000.L2_LAC.R0000031971_20N_20N_157W_157W.hdf_OCVAL.nc_14241_609303_B5.tgz,0.00000000,25,529,23.29,42.17,0.009,3.883,0.01408200,0.01005200,0.00648100,0.00212500,0.00151600,0.00124600,0.00009500,0.00009900,0.01385895,0.00988576,0.00652874,0.00225681,0.00158934,0.00144906,0.00012859,0.00013045,moby
609315,20.82093300,-157.20124500,2007-07-03 22:36:04,moby238,A2007184231500.L2_LAC.R0000031971_20N_20N_157W_157W.hdf_OCVAL.nc_14241_609315_B5.tgz,0.00000000,25,2512,10.60,56.15,0.017,3.636,0.01548300,0.01126700,0.00715300,0.00253600,0.00182000,0.00147900,0.00015000,0.00012700,0.01281932,0.00958474,0.00611529,0.00218351,0.00153564,0.00140019,0.00010465,0.00010688,moby
609387,20.82540200,-157.19230000,2007-07-10 00:04:15,moby238,A2007191001500.L2_LAC.R0000031971_20N_20N_157W_157W.hdf_OCVAL.nc_14241_609387_B5.tgz,0.00000000,25,888,24.43,50.05,0.021,5.730,0.01300700,0.00951000,0.00624500,0.00211900,0.00151600,0.00123500,0.00009600,0.00009400,0.01303725,0.00946231,0.00629055,0.00216251,0.00152217,0.00138720,0.00011975,0.00012289,moby
609435,20.81316800,-157.18435500,2007-07-17 22:36:15,moby238,A2007198233000.L2_LAC.R0000031971_14241_609435.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,3228,12.88,41.73,0.035,3.859,0.01547200,0.01109700,0.00701600,0.00234400,0.00166600,0.00128900,0.00013600,0.00019100,0.01339894,0.00967601,0.00614412,0.00210632,0.00145764,0.00132067,0.00007571,0.00007659,moby
609453,20.81593500,-157.18089300,2007-07-19 00:06:08,moby238,A2007200001000.L2_LAC.R0000031971_20N_20N_157W_157W.hdf_OCVAL.nc_14241_609453_B5.tgz,0.00000000,25,406,22.86,42.36,0.018,6.903,0.01374100,0.01003000,0.00651900,0.00222900,0.00163400,0.00134700,0.00011000,0.00012400,0.01309588,0.00938597,0.00606509,0.00195182,0.00135829,0.00123483,0.00010287,0.00010424,moby
609501,20.80857200,-157.18729700,2007-07-28 00:06:10,moby238,A2007209000500.L2_LAC.R0000031971_20N_20N_157W_157W.hdf_OCVAL.nc_14241_609501_B5.tgz,0.00000000,25,37,21.55,32.65,0.029,6.091,0.01433700,0.01035600,0.00668900,0.00229900,0.00167400,0.00136200,0.00009900,0.00011600,0.01265350,0.00919073,0.00582079,0.00205700,0.00145140,0.00132406,0.00010781,0.00011070,moby
609549,20.81672300,-157.18468000,2007-08-01 22:36:04,moby238,A2007214002500.L2_LAC.R0000031971_20N_20N_157W_157W.hdf_OCVAL.nc_14241_609549_B5.tgz,0.00000000,25,6547,26.11,56.68,0.017,5.498,0.01328100,0.00986700,0.00643500,0.00221800,0.00159500,0.00136200,0.00010800,0.00010400,0.01224628,0.00904198,0.00607693,0.00203162,0.00140551,0.00127311,0.00007444,0.00007528,moby
609573,20.81005200,-157.18384000,2007-08-06 00:06:12,moby238,A2007218000000.L2_LAC.R0000031971_20N_20N_157W_157W.hdf_OCVAL.nc_14241_609573_B5.tgz,0.00000000,25,-332,20.70,21.10,0.008,5.446,0.01347600,0.01014600,0.00700800,0.00283400,0.00213100,0.00180600,0.00019400,0.00019800,0.01122215,0.00851012,0.00579441,0.00219531,0.00155754,0.00142291,0.00012724,0.00013052,moby
609615,20.80764500,-157.19590000,2007-08-11 20:34:22,moby238,A2007223232000.L2_LAC.R0000031971_14241_609615.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,10177,13.15,49.51,0.039,2.862,0.01587500,0.01170100,0.00747700,0.00275500,0.00199100,0.00167300,0.00020900,0.00017600,0.01097893,0.00819666,0.00571205,0.00207620,0.00147681,0.00135015,0.00012766,0.00013412,moby
609633,20.81001700,-157.19301000,2007-08-13 00:06:12,moby238,A2007225000500.L2_LAC.R0000031971_20N_20N_157W_157W.hdf_OCVAL.nc_14241_609633_B5.tgz,0.00000000,25,37,22.90,32.81,0.023,8.463,0.01410200,0.01045300,0.00686800,0.00253600,0.00187100,0.00155000,0.00019500,0.00019100,0.01074728,0.00803572,0.00529103,0.00169522,0.00118100,0.00107396,0.00009082,0.00009877,moby
609651,20.82239500,-157.19855800,2007-08-19 22:36:04,moby238,A2007232001000.L2_LAC.R0000031971_14241_609651.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,5812,25.38,42.55,0.021,9.551,0.01417400,0.01053900,0.00682900,0.00247300,0.00182800,0.00152000,0.00018200,0.00018600,0.01303881,0.00957753,0.00602539,0.00208213,0.00144414,0.00131290,0.00009702,0.00009835,moby
609681,20.82637500,-157.18675300,2007-08-27 00:06:16,moby238,A2007239001500.L2_LAC.R0000031971_20N_20N_157W_157W.hdf_OCVAL.nc_14241_609681_B5.tgz,0.00000000,25,767,28.12,50.44,0.015,0.902,0.01524800,0.01091000,0.00692700,0.00229300,0.00165900,0.00139300,0.00012900,0.00013300,0.01482265,0.01050149,0.00641401,0.00218980,0.00152703,0.00138931,0.00012548,0.00012722,moby
609693,20.82473300,-157.18446700,2007-08-27 22:36:19,moby238,A2007239232000.L2_LAC.R0000031971_20N_20N_157W_157W.hdf_OCVAL.nc_14241_609693_B5.tgz,0.00000000,25,2859,16.90,49.33,0.016,3.014,0.01576400,0.01109400,0.00675700,0.00207600,0.00140600,0.00110000,0.00002600,0.00002600,0.01429127,0.01004358,0.00611799,0.00203589,0.00139873,0.00126512,0.00007088,0.00007304,moby
609747,20.82524000,-157.18699200,2007-09-06 22:36:30,moby238,A2007250000000.L2_LAC.R0000031971_14241_609747.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,5047,26.93,21.46,0.013,1.813,0.01285700,0.00931500,0.00626200,0.00224500,0.00165000,0.00136200,0.00011100,0.00012000,0.01185422,0.00855526,0.00555138,0.00196979,0.00137780,0.00125131,0.00007699,0.00008004,moby
609783,20.82748700,-157.19035500,2007-09-14 00:04:08,moby239,A2007257000500.L2_LAC.R0000031972_20N_20N_157W_157W.hdf_OCVAL.nc_14247_609783_B5.tgz,0.00000000,25,154,30.19,32.98,0.009,5.898,0.01481300,0.01059600,0.00676300,0.00222300,0.00157900,0.00131000,0.00007700,0.00010400,0.01430297,0.01030606,0.00672405,0.00224365,0.00157009,0.00142848,0.00011590,0.00011795,moby
609867,20.80976200,-157.19114000,2007-10-23 00:04:23,moby239,A2007296001000.L2_LAC.R0000031972_20N_20N_157W_157W.hdf_OCVAL.nc_14247_609867_B5.tgz,0.00000000,25,487,43.40,42.36,0.010,2.887,0.01421000,0.01012600,0.00661700,0.00230300,0.00168900,0.00143100,0.00011400,0.00012500,0.01474814,0.01052850,0.00692165,0.00237649,0.00166349,0.00151497,0.00012529,0.00013048,moby
609873,20.81093500,-157.19286200,2007-10-23 22:34:33,moby239,A2007296231500.L2_LAC.R0000031972_20N_20N_157W_157W.hdf_OCVAL.nc_14247_609873_B5.tgz,0.00000000,25,2572,35.99,55.98,0.016,5.162,0.01255300,0.00914300,0.00592500,0.00194300,0.00139000,0.00110900,-0.00002300,-0.00002500,0.01304864,0.00953075,0.00610686,0.00216060,0.00150580,0.00136816,0.00011067,0.00011681,moby
609897,20.80939500,-157.19360000,2007-10-25 00:04:24,moby239,A2007298000000.L2_LAC.R0000031972_20N_20N_157W_157W.hdf_OCVAL.nc_14247_609897_B5.tgz,0.00000000,25,-253,41.99,20.83,0.010,7.342,0.01255300,0.00921500,0.00617900,0.00216900,0.00160400,0.00134200,0.00015300,0.00017300,0.01297631,0.00957868,0.00640285,0.00223558,0.00156635,0.00142678,0.00011681,0.00012375,moby
609933,20.81329500,-157.18272000,2007-10-29 22:34:34,moby239,A2007303001500.L2_LAC.R0000031972_20N_20N_157W_157W.hdf_OCVAL.nc_14247_609933_B5.tgz,0.00000000,25,6238,46.30,50.16,0.015,5.847,0.01287600,0.00942700,0.00610200,0.00197300,0.00140900,0.00114400,0.00012200,0.00016600,0.01347463,0.00976089,0.00639006,0.00216143,0.00151039,0.00137511,0.00012344,0.00012831,moby
609951,20.81189300,-157.18264500,2007-11-03 00:04:27,moby239,A2007306235000.L2_LAC.R0000031972_20N_20N_157W_157W.hdf_OCVAL.nc_14247_609951_B5.tgz,0.00000000,25,-630,43.54,7.20,0.010,2.803,0.01400400,0.00988000,0.00643700,0.00221400,0.00164600,0.00137500,0.00014800,0.00013800,0.01359370,0.00979353,0.00608044,0.00209056,0.00145107,0.00131824,0.00010834,0.00011220,moby
609969,20.81253800,-157.18283200,2007-11-09 22:35:03,moby239,A2007313235500.L2_LAC.R0000031972_14247_609969.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,5095,46.06,20.55,0.018,4.581,0.01330600,0.00960000,0.00631500,0.00210700,0.00155400,0.00131400,0.00012900,0.00014900,0.01321539,0.00971195,0.00620783,0.00219237,0.00153255,0.00139467,0.00012459,0.00012690,moby
609999,20.81674300,-157.18035300,2007-11-12 00:04:31,moby239,A2007315234500.L2_LAC.R0000031972_20N_20N_157W_157W.hdf_OCVAL.nc_14247_609999_B5.tgz,0.00000000,25,-1007,44.86,7.06,0.009,2.740,0.01367700,0.00992500,0.00656700,0.00233600,0.00174500,0.00147400,0.00013500,0.00013400,0.01293062,0.00949309,0.00626320,0.00210699,0.00146827,0.00133488,0.00010898,0.00011408,moby
610023,20.82473500,-157.18991300,2007-11-13 22:35:04,moby239,A2007317233500.L2_LAC.R0000031972_14247_610023.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,3627,43.82,32.25,0.012,5.354,0.01418200,0.01019900,0.00667500,0.00232600,0.00172100,0.00145900,0.00013500,0.00016400,0.01247673,0.00895971,0.00594950,0.00197625,0.00137467,0.00124961,0.00010241,0.00010693,moby
610035,20.81843800,-157.19178200,2007-11-17 00:04:33,moby239,A2007321000500.L2_LAC.R0000031972_20N_20N_157W_157W.hdf_OCVAL.nc_14247_610035_B5.tgz,0.00000000,25,96,48.29,32.37,0.016,3.694,0.01264600,0.00899500,0.00590300,0.00187100,0.00135500,0.00107800,0.00005100,0.00007700,0.01333488,0.00951710,0.00609079,0.00218508,0.00153355,0.00139725,0.00011472,0.00012088,moby
610065,20.81550000,-157.19949300,2007-11-19 00:04:32,moby239,A2007322235000.L2_LAC.R0000031972_20N_20N_157W_157W.hdf_OCVAL.nc_14247_610065_B5.tgz,0.00000000,25,-637,47.00,7.03,0.015,7.766,0.01193200,0.00874500,0.00584400,0.00181200,0.00132200,0.00114400,0.00011900,0.00013000,0.01303890,0.00965355,0.00630050,0.00210693,0.00146703,0.00133332,0.00010199,0.00010885,moby
610077,20.81089200,-157.19415000,2007-11-21 00:04:33,moby239,A2007324234000.L2_LAC.R0000031972_14247_610077.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,-1372,45.86,20.49,0.022,5.447,0.01329200,0.00970100,0.00635800,0.00207100,0.00154900,0.00131000,0.00007800,0.00008900,0.01394582,0.01011969,0.00666376,0.00225157,0.00157141,0.00142970,0.00011251,0.00012177,moby
610089,20.80982800,-157.18949500,2007-11-22 00:04:34,moby239,A2007326002000.L2_LAC.R0000031972_20N_20N_157W_157W.hdf_OCVAL.nc_14247_610089_B5.tgz,0.00000000,25,1201,51.73,56.55,0.025,5.781,0.01381800,0.01008600,0.00664600,0.00236500,0.00171600,0.00153400,0.00008900,0.00012200,0.01265871,0.00936554,0.00621152,0.00227189,0.00159529,0.00145340,0.00011512,0.00012573,moby
610107,20.81251000,-157.19703200,2007-11-23 00:04:35,moby239,A2007326232500.L2_LAC.R0000031972_20N_20N_157W_157W.hdf_OCVAL.nc_14247_610107_B5.tgz,0.00000000,25,-2106,44.88,41.91,0.033,6.137,0.01151900,0.00836100,0.00570900,0.00195600,0.00143300,0.00121900,0.00005100,0.00008400,0.01230458,0.00922177,0.00621261,0.00229214,0.00161553,0.00147404,0.00011489,0.00012773,moby
610125,20.80926800,-157.19423200,2007-11-24 00:04:34,moby239,A2007328001000.L2_LAC.R0000031972_20N_20N_157W_157W.hdf_OCVAL.nc_14247_610125_B5.tgz,0.00000000,25,465,50.20,42.17,0.025,8.033,0.01132900,0.00855300,0.00598800,0.00216800,0.00160800,0.00137600,0.00012000,0.00015100,0.01146605,0.00879137,0.00636160,0.00231984,0.00164679,0.00150439,0.00012936,0.00014591,moby
610179,20.81610700,-157.19907700,2007-11-30 00:05:02,moby239,A2007333233500.L2_LAC.R0000031972_20N_20N_157W_157W.hdf_OCVAL.nc_14247_610179_B5.tgz,0.00000000,25,-1765,46.49,32.12,0.025,1.086,0.01154300,0.00840000,0.00569000,0.00209300,0.00155700,0.00128500,0.00007900,0.00010300,0.01175335,0.00866395,0.00599524,0.00213925,0.00150418,0.00137114,0.00010991,0.00012033,moby
610221,20.81988300,-157.20057700,2008-04-02 00:06:03,moby240,A2008093000000.L2_LAC.R0000031973_20N_20N_157W_157W.hdf_OCVAL.nc_14253_610221_B5.tgz,0.00000000,25,-316,26.66,21.10,0.006,7.495,0.01423900,0.01040200,0.00662200,0.00221300,0.00156600,0.00127900,0.00006700,0.00007700,0.01399478,0.00991756,0.00603469,0.00201126,0.00140044,0.00127372,0.00010427,0.00011026,moby
610281,20.82316200,-157.19912200,2008-04-08 00:06:04,moby240,A2008098232000.L2_LAC.R0000031973_20N_20N_157W_157W.hdf_OCVAL.nc_14253_610281_B5.tgz,0.00000000,25,-2518,18.74,49.51,0.026,5.631,0.01209700,0.00899900,0.00585400,0.00183100,0.00127600,0.00101200,0.00008400,0.00011800,0.01371046,0.00988829,0.00617913,0.00212444,0.00147779,0.00134300,0.00011774,0.00012323,moby
610293,20.82715700,-157.19368200,2008-04-09 00:06:04,moby240,A2008100000500.L2_LAC.R0000031973_20N_20N_157W_157W.hdf_OCVAL.nc_14253_610293_B5.tgz,0.00000000,25,50,26.79,32.75,0.014,1.453,0.01695200,0.01242000,0.00782300,0.00299000,0.00218800,0.00178500,0.00021900,0.00024200,0.01397976,0.00999535,0.00640889,0.00207492,0.00144082,0.00130946,0.00010640,0.00010919,moby
610317,20.82132000,-157.18111300,2008-04-16 22:36:07,moby240,A2008107231500.L2_LAC.R0000031973_20N_20N_157W_157W.hdf_OCVAL.nc_14253_610317_B5.tgz,0.00000000,25,2509,15.72,56.03,0.038,2.168,0.01760400,0.01293800,0.00794200,0.00285600,0.00210200,0.00167400,0.00017700,0.00014000,0.01429345,0.01038181,0.00666473,0.00215260,0.00149886,0.00136247,0.00010558,0.00010636,moby
610359,20.81402500,-157.18116800,2008-04-24 00:06:07,moby240,A2008114232000.L2_LAC.R0000031973_20N_20N_157W_157W.hdf_OCVAL.nc_14253_610359_B5.tgz,0.00000000,25,-2526,15.79,49.62,0.011,1.209,0.01328400,0.00998000,0.00634500,0.00207600,0.00147300,0.00114100,0.00009800,0.00010400,0.01345663,0.00997017,0.00628295,0.00216252,0.00151050,0.00137377,0.00011529,0.00011761,moby
610395,20.81364800,-157.18552200,2008-05-09 00:06:28,moby240,A2008130001500.L2_LAC.R0000031973_20N_20N_157W_157W.hdf_OCVAL.nc_14253_610395_B5.tgz,0.00000000,25,776,27.17,50.35,0.016,8.012,0.01125200,0.00853600,0.00585500,0.00198100,0.00139100,0.00113300,0.00006000,0.00008600,0.01155084,0.00838181,0.00560306,0.00181729,0.00125132,0.00113499,0.00009647,0.00010162,moby
610449,20.81659300,-157.18023300,2008-05-18 00:06:31,moby240,A2008139001000.L2_LAC.R0000031973_20N_20N_157W_157W.hdf_OCVAL.nc_14253_610449_B5.tgz,0.00000000,25,413,25.40,42.49,0.026,2.090,0.01494200,0.01110200,0.00717100,0.00277200,0.00202800,0.00168100,0.00022000,0.00020700,0.01167457,0.00838577,0.00553555,0.00179465,0.00122861,0.00111175,0.00007833,0.00008067,moby
610461,20.81178000,-157.18264500,2008-05-18 22:36:10,moby240,A2008139231500.L2_LAC.R0000031973_20N_20N_157W_157W.hdf_OCVAL.nc_14253_610461_B5.tgz,0.00000000,25,2532,12.50,55.86,0.017,3.192,0.01261900,0.00956300,0.00607400,0.00194600,0.00138500,0.00109600,0.00002400,0.00002100,0.01322426,0.00968937,0.00630283,0.00200497,0.00137337,0.00124210,0.00007669,0.00007758,moby
610491,20.81191700,-157.18529500,2008-05-25 00:06:15,moby240,A2008146001500.L2_LAC.R0000031973_20N_20N_157W_157W.hdf_OCVAL.nc_14253_610491_B5.tgz,0.00000000,25,804,26.58,50.29,0.024,6.176,0.01418000,0.01020600,0.00647700,0.00209500,0.00147300,0.00120600,0.00007300,0.00006400,0.01493147,0.01072670,0.00668033,0.00228316,0.00158590,0.00144087,0.00011764,0.00011919,moby
610515,20.81459300,-157.18283200,2008-05-27 00:06:31,moby240,A2008148000500.L2_LAC.R0000031973_20N_20N_157W_157W.hdf_OCVAL.nc_14253_610515_B5.tgz,0.00000000,25,53,23.67,32.84,0.012,4.704,0.01494400,0.01092600,0.00685500,0.00227900,0.00162700,0.00135900,0.00010100,0.00012500,0.01522160,0.01098046,0.00685412,0.00215885,0.00149241,0.00135515,0.00011032,0.00011087,moby
610539,20.81537700,-157.18028500,2008-05-28 22:36:15,moby240,A2008149235500.L2_LAC.R0000031973_14253_610539.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,4735,20.75,7.76,0.019,1.838,0.01503700,0.01104000,0.00713300,0.00258400,0.00188100,0.00153200,0.00021300,0.00020800,0.01433593,0.01025914,0.00639323,0.00215751,0.00148533,0.00134582,0.00007539,0.00007558,moby
610611,20.82271700,-157.19933300,2008-06-11 00:07:12,moby240,A2008162232000.L2_LAC.R0000031973_20N_20N_157W_157W.hdf_OCVAL.nc_14253_610611_B5.tgz,0.00000000,25,-2545,13.25,49.48,0.044,5.988,0.01647800,0.01215400,0.00757600,0.00274600,0.00199200,0.00159600,0.00019900,0.00022300,0.01379545,0.01028156,0.00639303,0.00220383,0.00153697,0.00139801,0.00011482,0.00011550,moby
610647,20.82073000,-157.20064700,2008-06-19 22:36:09,moby240,A2008171231500.L2_LAC.R0000031973_20N_20N_157W_157W.hdf_OCVAL.nc_14253_610647_B5.tgz,0.00000000,25,2556,11.50,55.88,0.038,7.468,0.01272900,0.00971700,0.00632800,0.00212000,0.00149300,0.00117200,0.00013000,0.00018000,0.01295353,0.00957770,0.00633978,0.00211826,0.00147429,0.00133837,0.00009165,0.00009498,moby
610749,20.81507000,-157.19521500,2008-07-02 22:36:31,moby240,A2008185002500.L2_LAC.R0000031973_14253_610749.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,6581,26.30,56.65,0.016,3.950,0.01312900,0.00974300,0.00626900,0.00222600,0.00164900,0.00136400,0.00009200,0.00007300,0.01211125,0.00903529,0.00606311,0.00200976,0.00138422,0.00125359,0.00006876,0.00007090,moby
610755,20.81885300,-157.19703000,2008-07-03 22:37:03,moby240,A2008185233000.L2_LAC.R0000031973_14253_610755.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,3243,13.59,41.54,0.016,4.332,0.01369700,0.01037600,0.00674800,0.00243100,0.00175600,0.00145500,0.00016200,0.00019200,0.01231955,0.00936728,0.00629322,0.00210151,0.00145656,0.00132108,0.00008865,0.00008906,moby
610767,20.82533200,-157.19626200,2008-07-05 00:06:23,moby240,A2008187001000.L2_LAC.R0000031973_20N_20N_157W_157W.hdf_OCVAL.nc_14253_610767_B5.tgz,0.00000000,25,453,23.40,42.46,0.010,5.409,0.01339800,0.00993300,0.00653300,0.00233300,0.00172400,0.00144400,0.00011500,0.00012500,0.01195496,0.00908476,0.00603516,0.00220218,0.00155538,0.00141781,0.00011982,0.00012445,moby
610773,20.82428300,-157.19829800,2008-07-05 22:36:06,moby240,A2008187231500.L2_LAC.R0000031973_14253_610773.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,2568,10.67,55.96,0.030,3.290,0.01603000,0.01180400,0.00748600,0.00282900,0.00202100,0.00164400,0.00011400,0.00007100,0.01153795,0.00875139,0.00608612,0.00214061,0.00150856,0.00137590,0.00009750,0.00010093,moby
610785,20.82752800,-157.18875500,2008-07-07 00:06:24,moby240,A2008189000000.L2_LAC.R0000031973_20N_20N_157W_157W.hdf_OCVAL.nc_14253_610785_B5.tgz,0.00000000,25,-282,20.50,21.10,0.021,0.539,0.01236600,0.00938300,0.00630800,0.00229000,0.00167300,0.00141300,0.00013000,0.00013300,0.01152337,0.00876442,0.00609350,0.00216843,0.00153509,0.00139902,0.00011935,0.00012395,moby
610827,20.81031700,-157.19263200,2008-07-11 22:36:31,moby240,A2008194002000.L2_LAC.R0000031973_14253_610827.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,6216,24.58,50.18,0.015,4.921,0.01420900,0.01054700,0.00669200,0.00230000,0.00168700,0.00139300,0.00010600,0.00011100,0.01250024,0.00928890,0.00616401,0.00203839,0.00140199,0.00126871,0.00006713,0.00006923,moby
610845,20.81872800,-157.19362200,2008-07-13 00:07:08,moby240,A2008194232500.L2_LAC.R0000031973_20N_20N_157W_157W.hdf_OCVAL.nc_14253_610845_B5.tgz,0.00000000,25,-2526,11.80,49.53,0.016,4.160,0.01602100,0.01168500,0.00735600,0.00270600,0.00195100,0.00160700,0.00013100,0.00012600,0.01227254,0.00919722,0.00599810,0.00214681,0.00150624,0.00137120,0.00011113,0.00011405,moby
610851,20.82405700,-157.19750800,2008-07-14 00:06:26,moby240,A2008196000500.L2_LAC.R0000031973_14253_610851.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,87,21.72,32.75,0.014,4.182,0.01276900,0.00943100,0.00632700,0.00231700,0.00170900,0.00144400,0.00012200,0.00013500,0.01155733,0.00873919,0.00608796,0.00217162,0.00152874,0.00139375,0.00011599,0.00011905,moby
610881,20.81751200,-157.20096800,2008-07-19 00:06:27,moby240,A2008201002500.L2_LAC.R0000031973_20N_20N_157W_157W.hdf_OCVAL.nc_14253_610881_B5.tgz,0.00000000,25,1192,25.93,56.51,0.012,9.583,0.01440100,0.01053700,0.00686400,0.00243200,0.00177800,0.00148200,0.00012600,0.00011400,0.01367597,0.00993551,0.00635266,0.00222008,0.00154692,0.00140575,0.00011262,0.00011790,moby
610887,20.82482500,-157.18425500,2008-07-21 22:36:18,moby240,A2008203231500.L2_LAC.R0000031973_14253_610887.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,2563,10.26,55.95,0.023,5.577,0.01613100,0.01175400,0.00750800,0.00279100,0.00204100,0.00166700,0.00018000,0.00015900,0.01123456,0.00848752,0.00566509,0.00204904,0.00142676,0.00129626,0.00008110,0.00008345,moby
610893,20.81911500,-157.18972700,2008-07-22 22:36:27,moby240,A2008205000000.L2_LAC.R0000031973_14253_610893.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,5122,20.28,21.01,0.017,8.846,0.01448100,0.01062500,0.00673100,0.00228300,0.00158600,0.00128000,-0.00001400,0.00000200,0.01224962,0.00913135,0.00607700,0.00200000,0.00139018,0.00126345,0.00008881,0.00009063,moby
610929,20.81008700,-157.19674500,2008-07-29 22:36:11,moby240,A2008212000500.L2_LAC.R0000031973_20N_20N_157W_157W.hdf_OCVAL.nc_14253_610929_B5.tgz,0.00000000,25,5511,21.96,32.65,0.015,7.639,0.01276600,0.00970800,0.00664700,0.00251700,0.00189000,0.00158200,0.00019000,0.00019200,0.01030825,0.00787455,0.00532368,0.00191851,0.00133837,0.00121660,0.00008714,0.00009179,moby
611019,20.82895000,-157.19326300,2008-08-28 22:34:19,moby241,A2008242002000.L2_LAC.R0000031974_14259_611019.hdf_OCVAL.nc_valtarg_B5.tgz,0.00000000,25,6386,29.11,50.37,0.028,5.978,0.01247900,0.00924200,0.00620100,0.00225100,0.00165900,0.00140200,0.00007200,0.00008700,0.00986311,0.00730300,0.00497904,0.00189018,0.00133372,0.00121563,0.00009564,0.00009827,moby
611079,20.82452300,-157.19641800,2008-09-05 00:04:12,moby241,A2008249002500.L2_LAC.R0000031974_20N_20N_157W_157W.hdf_OCVAL.nc_14259_611079_B5.tgz,0.00000000,25,1369,32.14,56.67,0.013,4.528,0.01321600,0.00958100,0.00625500,0.00222800,0.00162800,0.00139200,0.00008700,0.00007900,0.01183043,0.00862577,0.00601212,0.00222401,0.00158043,0.00144360,0.00012064,0.00012832,moby
611091,20.82251000,-157.19209300,2008-09-07 00:04:18,moby241,A2008251001000.L2_LAC.R0000031974_20N_20N_157W_157W.hdf_OCVAL.nc_14259_611091_B5.tgz,0.00000000,25,627,30.07,42.66,0.020,5.518,0.01387200,0.01010800,0.00650900,0.00229000,0.00167200,0.00141500,0.00011200,0.00012000,0.01272964,0.00927856,0.00631170,0.00222959,0.00157103,0.00143282,0.00011735,0.00012111,moby
611163,20.81685700,-157.18017700,2008-09-14 00:04:16,moby241,A2008258002000.L2_LAC.R0000031974_20N_20N_157W_157W.hdf_OCVAL.nc_14259_611163_B5.tgz,0.00000000,25,1002,33.35,50.59,0.020,2.384,0.01466500,0.01064700,0.00693800,0.00285400,0.00207300,0.00175900,0.00012600,0.00012500,0.01059615,0.00758695,0.00515358,0.00198595,0.00140179,0.00127870,0.00010898,0.00011489,moby
